crn,course,title,schedule_type,modality,cr_hrs,capacity,instructor,days,start_time,end_time,location,exam
81016,ARCH-4514,Thesis Inquiry,B,Face-to-Face Instruction,3,0,Staff,T,2:00PM,5:00PM,CO 302,00X
,,,,* Additional Times *,R,3:30PM,5:00PM,CO 302,,,,
81017,ARCH-4514,Thesis Inquiry,B,Face-to-Face Instruction,3,0,Staff,T,2:00PM,5:00PM,BURCH 000,00X
,,,,* Additional Times *,R,3:30PM,5:00PM,BURCH 000,,,,
81019,ARCH-4514,Thesis Inquiry,B,Face-to-Face Instruction,3,0,Staff,T,2:00PM,5:00PM,CO 300,00X
,,,,* Additional Times *,R,3:30PM,5:00PM,CO 000,,,,
81020,ARCH-4514,Thesis Inquiry,B,Face-to-Face Instruction,3,0,Staff,T,2:00PM,5:00PM,CO 401,00X
,,,,* Additional Times *,R,3:30PM,5:00PM,CO 401,,,,
81023,ARCH-4514,Thesis Inquiry,B,Face-to-Face Instruction,3,150,Staff,T,2:00PM,5:00PM,BURCH 000A,00X
,,,,* Additional Times *,R,3:30PM,5:00PM,BURCH 000A,,,,
81024,ARCH-4514,Thesis Inquiry,B,Face-to-Face Instruction,3,0,Staff,T,2:00PM,5:00PM,CO 200,00X
,,,,* Additional Times *,R,3:30PM,5:00PM,CO 200,,,,
81025,ARCH-4514,Thesis Inquiry,B,Face-to-Face Instruction,3,0,Staff,T,2:00PM,5:00PM,CO 306,00X
,,,,* Additional Times *,R,3:30PM,5:00PM,CO 306,,,,
81026,ARCH-4514,Thesis Inquiry,B,Face-to-Face Instruction,3,0,Staff,T,2:00PM,5:00PM,CO 406,00X
,,,,* Additional Times *,R,3:30PM,5:00PM,CO 406,,,,
81027,ARCH-4514,Thesis Inquiry,B,Face-to-Face Instruction,3,0,Staff,T,2:00PM,5:00PM,CO 200,00X
,,,,* Additional Times *,R,3:30PM,5:00PM,CO 200,,,,
81028,ARCH-4514,Thesis Inquiry,B,Face-to-Face Instruction,3,0,Staff,T,2:00PM,5:00PM,BURCH 000A,00X
,,,,* Additional Times *,R,3:30PM,5:00PM,BURCH 000A,,,,
81029,ARCH-4514,Thesis Inquiry,B,Face-to-Face Instruction,3,0,Staff,T,2:00PM,5:00PM,BURCH 000A,00X
,,,,* Additional Times *,R,3:30PM,5:00PM,BURCH 000A,,,,
81030,ARCH-4514,Thesis Inquiry,B,Face-to-Face Instruction,3,0,Staff,T,2:00PM,5:00PM,CO 402,00X
,,,,* Additional Times *,R,3:30PM,5:00PM,CO 402,,,,
81032,ARCH-4514,Thesis Inquiry,B,Face-to-Face Instruction,3,0,Staff,T,2:00PM,5:00PM,CO 305,00X
,,,,* Additional Times *,R,3:30PM,5:00PM,CO 305,,,,
81033,ARCH-4514,Thesis Inquiry,B,Face-to-Face Instruction,3,0,Staff,T,2:00PM,5:00PM,CO 200,00X
,,,,* Additional Times *,R,3:30PM,5:00PM,CO 200,,,,
81034,ARCH-4514,Thesis Inquiry,B,Face-to-Face Instruction,3,0,Staff,T,2:00PM,5:00PM,CO 405,00X
,,,,* Additional Times *,R,3:30PM,5:00PM,CO 405,,,,
81036,ARCH-4514,Thesis Inquiry,B,Face-to-Face Instruction,3,0,Staff,T,2:00PM,5:00PM,CO 200,00X
,,,,* Additional Times *,R,3:30PM,5:00PM,CO 200,,,,
81037,ARCH-4514,Thesis Inquiry,B,Face-to-Face Instruction,3,0,Staff,T,2:00PM,5:00PM,BURCH 000D,00X
,,,,* Additional Times *,R,3:30PM,5:00PM,BURCH 000D,,,,
81038,ARCH-4514,Thesis Inquiry,B,Face-to-Face Instruction,3,0,Staff,T,2:00PM,5:00PM,CO 301,00X
,,,,* Additional Times *,R,3:30PM,5:00PM,CO 301,,,,
81039,ARCH-4514,Thesis Inquiry,B,Face-to-Face Instruction,3,0,Staff,T,2:00PM,5:00PM,BURCH 000A,00X
,,,,* Additional Times *,R,3:30PM,5:00PM,BURCH 000A,,,,
81040,ARCH-4514,Thesis Inquiry,B,Face-to-Face Instruction,3,0,Staff,T,2:00PM,5:00PM,CO 405,00X
,,,,* Additional Times *,R,3:30PM,5:00PM,CO 405,,,,
91737,ARCH-4514,Thesis Inquiry,B,Face-to-Face Instruction,3,0,Staff,T,2:00PM,5:00PM,TBA,00X
,,,,* Additional Times *,R,3:30PM,5:00PM,TBA,,,,
91738,ARCH-4514,Thesis Inquiry,B,Face-to-Face Instruction,3,0,Staff,T,2:00PM,5:00PM,TBA,00X
,,,,* Additional Times *,R,3:30PM,5:00PM,TBA,,,,
81018,ARCH-4514,Thesis Inquiry,B,Face-to-Face Instruction,3,5,SC Piedmont-Palladino,(ARR),----- (ARR) -----,TBA,00X,
81021,ARCH-4514,Thesis Inquiry,B,Face-to-Face Instruction,3,5,PF Emmons,(ARR),----- (ARR) -----,TBA,00X,
81022,ARCH-4514,Thesis Inquiry,L,Face-to-Face Instruction,3,5,PJ Kelsch,(ARR),----- (ARR) -----,TBA,00X,
81031,ARCH-4514,Thesis Inquiry,B,Face-to-Face Instruction,3,0,Staff,(ARR),----- (ARR) -----,TBA,00X,
81035,ARCH-4514,Thesis Inquiry,B,Face-to-Face Instruction,3,5,AP Linn,(ARR),----- (ARR) -----,TBA,00X,
81041,ARCH-4514,Thesis Inquiry,ONLINE COURSE - VL,Online: Asynchronous,3,0,Staff,(ARR),----- (ARR) -----,ONLINE,00X,
91455,ARCH-4514,Thesis Inquiry,L,Face-to-Face Instruction,3,5,EM Keslacy,(ARR),----- (ARR) -----,TBA,00X,
81042,ARCH-4515,Architecture V,B,Face-to-Face Instruction,6,0,Staff,M W F,1:25PM,5:15PM,CO 305,00X
,,,,* Additional Times *,R,2:00PM,3:15PM,HAN 100,,,,
81044,ARCH-4515,Architecture V,B,Face-to-Face Instruction,6,0,Staff,M W F,1:25PM,5:15PM,CO 200,00X
,,,,* Additional Times *,R,2:00PM,3:15PM,HAN 100,,,,
81045,ARCH-4515,Architecture V,B,Face-to-Face Instruction,6,0,Staff,M W F,1:25PM,5:15PM,CO 302,00X
,,,,* Additional Times *,R,2:00PM,3:15PM,HAN 100,,,,
81046,ARCH-4515,Architecture V,B,Face-to-Face Instruction,6,0,Staff,M W F,1:25PM,5:15PM,BURCH 000D,00X
,,,,* Additional Times *,R,2:00PM,3:15PM,HAN 100,,,,
81047,ARCH-4515,Architecture V,B,Face-to-Face Instruction,6,0,Staff,M W F,1:25PM,5:15PM,CO 302,00X
,,,,* Additional Times *,R,2:00PM,3:15PM,HAN 100,,,,
81048,ARCH-4515,Architecture V,B,Face-to-Face Instruction,6,0,Staff,M W F,1:25PM,5:15PM,BURCH 000D,00X
,,,,* Additional Times *,R,2:00PM,3:15PM,HAN 100,,,,
81049,ARCH-4515,Architecture V,B,Face-to-Face Instruction,6,0,Staff,M W F,1:25PM,5:15PM,BURCH 000A,00X
,,,,* Additional Times *,R,2:00PM,3:15PM,HAN 100,,,,
81052,ARCH-4515,Architecture V,B,Face-to-Face Instruction,6,0,Staff,M W F,1:25PM,5:15PM,CO 401,00X
,,,,* Additional Times *,R,2:00PM,3:15PM,HAN 100,,,,
81053,ARCH-4515,Architecture V,B,Face-to-Face Instruction,6,0,Staff,M W F,1:25PM,5:15PM,CO 301,00X
,,,,* Additional Times *,R,2:00PM,3:15PM,HAN 100,,,,
81054,ARCH-4515,Architecture V,B,Face-to-Face Instruction,6,0,Staff,M W F,1:25PM,5:15PM,BURCH 000B,00X
,,,,* Additional Times *,R,2:00PM,3:15PM,HAN 100,,,,
81055,ARCH-4515,Architecture V,B,Face-to-Face Instruction,6,0,Staff,M W F,1:25PM,5:15PM,BURCH 000D,00X
,,,,* Additional Times *,R,2:00PM,3:15PM,HAN 100,,,,
81056,ARCH-4515,Architecture V,B,Face-to-Face Instruction,6,0,Staff,M W F,1:25PM,5:15PM,CO 402,00X
,,,,* Additional Times *,R,2:00PM,3:15PM,HAN 100,,,,
81058,ARCH-4515,Architecture V,B,Face-to-Face Instruction,6,150,Staff,M W F,1:25PM,5:15PM,CO 302,00X
,,,,* Additional Times *,R,2:00PM,3:15PM,HAN 100,,,,
81059,ARCH-4515,Architecture V,B,Face-to-Face Instruction,6,0,Staff,M W F,1:25PM,5:15PM,BURCH 000B,00X
,,,,* Additional Times *,R,2:00PM,3:15PM,HAN 100,,,,
81060,ARCH-4515,Architecture V,L,Face-to-Face Instruction,6,5,AP Linn,(ARR),----- (ARR) -----,TBA,00X,
81061,ARCH-4515,Architecture V,B,Face-to-Face Instruction,6,0,Staff,M W F,1:25PM,5:15PM,CO 401,00X
,,,,* Additional Times *,R,2:00PM,3:15PM,HAN 100,,,,
81062,ARCH-4515,Architecture V,B,Face-to-Face Instruction,6,0,Staff,M W F,1:25PM,5:15PM,CO 101,00X
,,,,* Additional Times *,R,2:00PM,3:15PM,HAN 100,,,,
81063,ARCH-4515,Architecture V,B,Face-to-Face Instruction,6,0,Staff,M W F,1:25PM,5:15PM,CO 305,00X
,,,,* Additional Times *,R,2:00PM,3:15PM,HAN 100,,,,
81064,ARCH-4515,Architecture V,B,Face-to-Face Instruction,6,0,Staff,M W F,1:25PM,5:15PM,BURCH 000B,00X
,,,,* Additional Times *,R,2:00PM,3:15PM,HAN 100,,,,
81065,ARCH-4515,Architecture V,B,Face-to-Face Instruction,6,0,Staff,M W F,1:25PM,5:15PM,BURCH 000D,00X
,,,,* Additional Times *,R,2:00PM,3:15PM,HAN 100,,,,
81066,ARCH-4515,Architecture V,B,Face-to-Face Instruction,6,0,Staff,M W F,1:25PM,5:15PM,CO 000,00X
,,,,* Additional Times *,R,2:00PM,3:15PM,HAN 100,,,,
91456,ARCH-4515,Architecture V,L,Face-to-Face Instruction,6,5,EM Keslacy,(ARR),----- (ARR) -----,TBA,00X,
91739,ARCH-4515,Architecture V,B,Face-to-Face Instruction,6,0,Staff,M W F,1:25PM,5:15PM,TBA,00X
,,,,* Additional Times *,R,2:00PM,3:15PM,HAN 100,,,,
91740,ARCH-4515,Architecture V,B,Face-to-Face Instruction,6,0,Staff,M W F,1:25PM,5:15PM,TBA,00X
,,,,* Additional Times *,R,2:00PM,3:15PM,HAN 100,,,,
91741,ARCH-4515,Architecture V,B,Face-to-Face Instruction,6,0,Staff,M W F,1:25PM,5:15PM,TBA,00X
,,,,* Additional Times *,R,2:00PM,3:15PM,HAN 100,,,,
81043,ARCH-4515,Architecture V,B,Face-to-Face Instruction,6,5,PF Emmons,(ARR),----- (ARR) -----,TBA,00X,
81050,ARCH-4515,Architecture V,L,Face-to-Face Instruction,6,5,PJ Kelsch,(ARR),----- (ARR) -----,TBA,00X,
81051,ARCH-4515,Architecture V,B,Face-to-Face Instruction,6,5,SC Piedmont-Palladino,(ARR),----- (ARR) -----,TBA,00X,
81057,ARCH-4515,Architecture V,B,Face-to-Face Instruction,6,0,Staff,(ARR),----- (ARR) -----,TBA,00X,
81067,ARCH-4516,Architecture V,B,Face-to-Face Instruction,6,0,Staff,(ARR),----- (ARR) -----,TBA,00X,
81068,ARCH-4524,Thesis Documentation,L,Face-to-Face Instruction,3,1,Staff,(ARR),----- (ARR) -----,TBA,00X,
81069,ARCH-4705,Qualifying Design Seminar,L,Face-to-Face Instruction,3,25,HS Gartner,T R,3:30PM,4:45PM,CO 400,15T
81070,ARCH-4715,Qualifying Design Laboratory,B,Face-to-Face Instruction,9,13,D Regan,M W F,1:25PM,5:15PM,CO 000,00X
,,,,* Additional Times *,T R,1:25PM,3:25PM,CO 000,,,,
81073,ARCH-4954,SA: Europe Travel,L,,1 TO 19,0,CR Vorster,(ARR),----- (ARR) -----,TBA,00X,
81072,ARCH-4954,SA: Europe Residency,L01,Face-to-Face Instruction,1 TO 19,0,PA Doan,(ARR),----- (ARR) -----,TBA,00X,
81074,ARCH-4964,Field Study,L,,1 TO 19,0,Staff,(ARR),----- (ARR) -----,TBA,00X,
81075,ARCH-4964,Field Study,L,,1 TO 19,0,CR Vorster,(ARR),----- (ARR) -----,TBA,00X,
81076,ARCH-4964,Field Study,L,,1 TO 19,0,CW von Weise,(ARR),----- (ARR) -----,TBA,00X,
81077,ARCH-4964,Field Study,L,,1 TO 19,0,SF Martin,(ARR),----- (ARR) -----,TBA,00X,
81078,ARCH-4964,Field Study,L,,1 TO 19,0,KW Jones,(ARR),----- (ARR) -----,TBA,00X,
81079,ARCH-4964,Field Study,ONLINE COURSE - VL,,1 TO 19,0,KW Jones,(ARR),----- (ARR) -----,ONLINE,00X,
81080,ARCH-4974,Independent Study,I,,1 TO 19,0,RW Daniel,(ARR),----- (ARR) -----,TBA,00X,
81082,ARCH-4974,Independent Study,I,,1 TO 19,0,RJ Dunay,(ARR),----- (ARR) -----,TBA,00X,
81083,ARCH-4974,Independent Study,I,,1 TO 19,0,CB Pritchett,(ARR),----- (ARR) -----,TBA,00X,
81084,ARCH-4974,Independent Study,I,,1 TO 19,0,ML Sullivan,(ARR),----- (ARR) -----,TBA,00X,
81085,ARCH-4974,Independent Study,I,,1 TO 19,0,MC Cook,(ARR),----- (ARR) -----,TBA,00X,
81086,ARCH-4974,Independent Study,I,,1 TO 19,0,KF Edge,(ARR),----- (ARR) -----,TBA,00X,
81087,ARCH-4974,Independent Study,I,,1 TO 19,0,CR Vorster,(ARR),----- (ARR) -----,TBA,00X,
81081,ARCH-4974,Independent Study,I,,1 TO 19,0,PF Emmons,(ARR),----- (ARR) -----,TBA,00X,
81088,ARCH-4974,Independent Study,I,,1 TO 19,0,SC Piedmont-Palladino,(ARR),----- (ARR) -----,TBA,00X,
81089,ARCH-4994,Undergraduate Research,R,,1 TO 19,0,CR Vorster,(ARR),----- (ARR) -----,TBA,00X,
81091,ARCH-5044G,Professional Practice,L,Face-to-Face Instruction,3,15,D Dugas,T R,11:00AM,12:15PM,CO 300,11T
81092,ARCH-5044G,Professional Practice,L,Face-to-Face Instruction,3,0,KB Sullivan,F,1:00PM,4:00PM,TBA,13F
81094,ARCH-5045,Environmental Design Research,L,Face-to-Face Instruction,3,17,LR Borunda Monsivais,T R,12:30PM,1:45PM,BURCH 007,12T
81095,ARCH-5064,TS: Revit for ARCH & Enscape,L01,Face-to-Face Instruction,3,15,JR Jones,R,5:00PM,8:00PM,TORG 1040,17R
81096,ARCH-5064,Topics in Comp Appl Design,L,Face-to-Face Instruction,3,10,R Haghnazar Kouchaksaraei,T R,11:00AM,12:15PM,CO 303,11T
81097,ARCH-5064,Topics in Comp Appl Design,L,Face-to-Face Instruction,3,0,FP MacDowell,(ARR),----- (ARR) -----,TBA,00X,
81098,ARCH-5064,Topics in Comp Appl Design,L,Face-to-Face Instruction,3,0,JL King,M,6:30PM,9:30PM,TBA,18M
81099,ARCH-5064,TS: Rhino & Photoshop,L03,Face-to-Face Instruction,3,10,JR Jones,T,5:00PM,8:00PM,TORG 1040,17T
81100,ARCH-5064,TS: 3D Maxx,L02,Face-to-Face Instruction,3,0,JR Jones,R,5:00PM,8:00PM,BUR 120A,17R
,,,,* Additional Times *,(ARR),----- (ARR) -----,TBA,,,,,
91507,ARCH-5064,TS: VR Tech & 3D Models,L04,Face-to-Face Instruction,3,6,Staff,(ARR),----- (ARR) -----,TBA,00X,
81101,ARCH-5064,Topics in Comp Appl Design,ONLINE COURSE - VL,Online with Synchronous Mtgs.,3,15,JL King,M,5:30PM,8:30PM,ONLINE,17M
81102,ARCH-5064,Topics in Comp Appl Design,ONLINE COURSE - VL,Online with Synchronous Mtgs.,3,0,Staff,R,7:00PM,9:30PM,ONLINE,19R
81103,ARCH-5115,Media & Environment,B,Face-to-Face Instruction,3,5,SF Martin,M,6:30PM,9:00PM,BURCH 007,00X
81104,ARCH-5115,Media & Environment,B,Face-to-Face Instruction,3,5,CB Pritchett,W,7:00PM,10:00PM,CO 300,00X
81106,ARCH-5125,Materials Processes Workshop,L,Face-to-Face Instruction,3,9,ML Sullivan,T R,11:00AM,12:15PM,BURCH 000,11T
81108,ARCH-5134,Top Arch Hist Theory,L01,,3,6,JR Jones,(ARR),----- (ARR) -----,TBA,00X,
81109,ARCH-5134,Top Arch Hist Theory,L01,Face-to-Face Instruction,3,0,DH Haney,T R,11:00AM,12:15PM,HAN 100,11T
81110,ARCH-5134,Top Arch Hist Theory,L01,Face-to-Face Instruction,3,10,ML Sullivan,T R,3:30PM,4:45PM,GYM 345,15T
81111,ARCH-5134,Top Arch Hist Theory,L01,,3,0,PA Doan,(ARR),----- (ARR) -----,TBA,00X,
81112,ARCH-5134,TS: 3D Printing,L,Face-to-Face Instruction,3,7,CB Pritchett,T,5:00PM,8:00PM,BURCH 027,17T
81113,ARCH-5134,Top Arch Hist Theory,L01,Face-to-Face Instruction,3,8,JR Jones,T,2:30PM,5:00PM,TBA,14T
81114,ARCH-5134,Top Arch Hist Theory,L01,Face-to-Face Instruction,3,0,Staff,T R,11:00AM,12:00PM,CO 403,11T
81115,ARCH-5134,Top Arch Hist Theory,L01,Face-to-Face Instruction,3,0,Staff,W,5:30PM,8:15PM,BURCH 027,17W
81116,ARCH-5134,Top Arch Hist Theory,L01,Face-to-Face Instruction,3,10,JR Jones,(ARR),----- (ARR) -----,TBA,00X,
81119,ARCH-5434,Adv. Arch Lighting Dsgn,L09,Face-to-Face Instruction,3,31,RB Gibbons,T R,5:15PM,6:30PM,CO 400,17T
81120,ARCH-5434,Adv. Arch Lighting Dsgn,ONLINE COURSE - VL,Online with Synchronous Mtgs.,3,31,RB Gibbons,T R,5:00PM,6:15PM,ONLINE,17T
81121,ARCH-5515,Arch & Systems Lab,B,Face-to-Face Instruction,6,0,PA Doan,(ARR),----- (ARR) -----,TBA,00X,
81122,ARCH-5515,Arch & Systems Lab,B,Face-to-Face Instruction,6,35,LR Borunda Monsivais,M W F,1:00PM,4:50PM,CO 000,00X
81123,ARCH-5565,Bldg Materials & Construction,B,Face-to-Face Instruction,3,40,Staff,T R,9:30AM,10:45AM,CO 400,00X
81125,ARCH-5624,Urban Design Seminar,L,Face-to-Face Instruction,1 TO 3,0,PA Doan,F,9:00AM,12:00PM,TBA,00X
81126,ARCH-5624,Urban Design Seminar,L,Face-to-Face Instruction,1 TO 3,5,PA Doan,(ARR),----- (ARR) -----,TBA,00X,
81127,ARCH-5705,Arch & Urban Seminar,ONLINE COURSE - VL,Online with Synchronous Mtgs.,3,40,SJ Al,T,2:00PM,5:00PM,ONLINE,14T
81129,ARCH-5715,Arch & Urbanism Lab,B,Face-to-Face Instruction,6,0,H Schnoedt,M W F,1:25PM,5:15PM,CO 000,00X
81130,ARCH-5715,Arch & Urbanism Lab,B,Face-to-Face Instruction,6,0,Staff,M W F,1:25PM,5:15PM,CO 406,00X
81131,ARCH-5715,Arch & Urbanism Lab,B,Face-to-Face Instruction,6,0,Staff,M W F,1:25PM,5:15PM,CO 405,00X
81136,ARCH-5755,Advanced Design Laboratory,B,Face-to-Face Instruction,1 TO 19,4,JR Jones,M W F,1:25PM,5:15PM,BURCH 000A,00X
81137,ARCH-5755,Advanced Design Laboratory,B,,1 TO 19,2,Staff,(ARR),----- (ARR) -----,TBA,00X,
81138,ARCH-5755,Advanced Design Laboratory,B,,1 TO 19,4,Staff,(ARR),----- (ARR) -----,TBA,00X,
81139,ARCH-5755,Advanced Design Laboratory,B,,1 TO 19,0,Staff,(ARR),----- (ARR) -----,TBA,00X,
81140,ARCH-5755,Advanced Design Laboratory,B,,1 TO 19,6,J Hauptman,(ARR),----- (ARR) -----,TBA,00X,
81141,ARCH-5755,Advanced Design Laboratory,B,,1 TO 19,0,Staff,(ARR),----- (ARR) -----,TBA,00X,
81142,ARCH-5755,Advanced Design Laboratory,B,Face-to-Face Instruction,1 TO 19,2,J Hauptman,M W F,1:25PM,5:15PM,BURCH 000,00X
81143,ARCH-5755,Advanced Design Laboratory,B,Face-to-Face Instruction,1 TO 19,0,RJ Dunay,M T W R F,1:00PM,5:00PM,CO 000,00X
81145,ARCH-5755G,Building Environmental Systems,L,Face-to-Face Instruction,3,24,JR Jones,T R,11:00AM,12:15PM,CO 400,11T
81146,ARCH-5755G,Building Environmental Systems,ONLINE COURSE - VL,Online with Synchronous Mtgs.,3,0,JR Jones,T R,11:00AM,12:15PM,ONLINE,11T
81147,ARCH-5776G,Intermediate Bldg Systems,L,Face-to-Face Instruction,3,7,M Setareh,M W F,10:10AM,11:00AM,NCB 160,10M
81148,ARCH-5776G,Intermediate Bldg Systems,L,Face-to-Face Instruction,3,10,R Haghnazar Kouchaksaraei,T R,9:30AM,10:45AM,CO 300,09T
81149,ARCH-5904,Project and Report,R,,1 TO 19,0,Staff,(ARR),----- (ARR) -----,TBA,00X,
81150,ARCH-5904,Project and Report,R,,1 TO 19,0,Staff,(ARR),----- (ARR) -----,TBA,00X,
81151,ARCH-5904,Project and Report,R,,1 TO 19,5,Staff,(ARR),----- (ARR) -----,TBA,00X,
81152,ARCH-5904,Project and Report,R,,1 TO 19,1,JR Jones,(ARR),----- (ARR) -----,TBA,00X,
81153,ARCH-5974,Independent Study,I,,1 TO 19,0,J Hauptman,(ARR),----- (ARR) -----,TBA,00X,
81154,ARCH-5974,Independent Study,I,,1 TO 19,0,D Dugas,(ARR),----- (ARR) -----,TBA,00X,
81155,ARCH-5974,Independent Study,I,,1 TO 19,0,Staff,(ARR),----- (ARR) -----,TBA,00X,
81156,ARCH-5974,Independent Study,I,,1 TO 19,0,ML Sullivan,(ARR),----- (ARR) -----,TBA,00X,
81157,ARCH-5974,Independent Study,I,,1 TO 19,0,Staff,(ARR),----- (ARR) -----,TBA,00X,
81158,ARCH-5974,Independent Study,I,,1 TO 19,0,Staff,(ARR),----- (ARR) -----,TBA,00X,
81159,ARCH-5974,Independent Study,I,,1 TO 19,0,EB Braaten,(ARR),----- (ARR) -----,TBA,00X,
81160,ARCH-5974,Independent Study,I,,1 TO 19,0,Staff,(ARR),----- (ARR) -----,TBA,00X,
81161,ARCH-5974,Independent Study,I,,1 TO 19,0,PA Doan,(ARR),----- (ARR) -----,TBA,00X,
81162,ARCH-5974,Independent Study,I,,1 TO 19,0,HS Gartner,(ARR),----- (ARR) -----,TBA,00X,
81163,ARCH-5974,Independent Study,I,,1 TO 19,0,JL King,(ARR),----- (ARR) -----,TBA,00X,
81164,ARCH-5974,Independent Study,I,,1 TO 19,0,BA Whitney,(ARR),----- (ARR) -----,TBA,00X,
81165,ARCH-5974,Independent Study,I,,1 TO 19,0,WU Galloway,(ARR),----- (ARR) -----,TBA,00X,
81166,ARCH-5974,Independent Study,I,,1 TO 19,0,J Bedford,(ARR),----- (ARR) -----,TBA,00X,
81167,ARCH-5974,Independent Study,I,,1 TO 19,0,A Ishida,(ARR),----- (ARR) -----,TBA,00X,
81168,ARCH-5974,Independent Study,I,,1 TO 19,0,JR Jones,(ARR),----- (ARR) -----,TBA,00X,
81169,ARCH-5974,Independent Study,I,,1 TO 19,0,WR Green,(ARR),----- (ARR) -----,TBA,00X,
81170,ARCH-5974,Independent Study,I,,1 TO 19,0,CR Vorster,(ARR),----- (ARR) -----,TBA,00X,
81171,ARCH-5974,Independent Study,I,,1 TO 19,0,Staff,(ARR),----- (ARR) -----,TBA,00X,
81172,ARCH-5974,Independent Study,I,,1 TO 19,0,KF Edge,(ARR),----- (ARR) -----,TBA,00X,
81173,ARCH-5974,Independent Study,I,,1 TO 19,0,H Schnoedt,(ARR),----- (ARR) -----,TBA,00X,
81174,ARCH-5974,Independent Study,I,,1 TO 19,0,RJ Dunay,(ARR),----- (ARR) -----,TBA,00X,
81175,ARCH-5974,Independent Study,I,,1 TO 19,0,B Kennedy,(ARR),----- (ARR) -----,TBA,00X,
81176,ARCH-5974,Independent Study,I,,1 TO 19,0,M Setareh,(ARR),----- (ARR) -----,TBA,00X,
81177,ARCH-5974,Independent Study,I,,1 TO 19,0,JR Jones,(ARR),----- (ARR) -----,TBA,00X,
81178,ARCH-5974,Independent Study,I,,1 TO 19,0,EG Becker,(ARR),----- (ARR) -----,TBA,00X,
81179,ARCH-5974,Independent Study,I,,1 TO 19,0,SJ Al,(ARR),----- (ARR) -----,TBA,00X,
81184,ARCH-5994,Research and Thesis,R,,1 TO 19,0,Staff,(ARR),----- (ARR) -----,TBA,00X,
81185,ARCH-5994,Research and Thesis,R,Face-to-Face Instruction,1 TO 19,40,KF Edge,M W F,1:25PM,5:15PM,CO 400,00X
81186,ARCH-5994,Research and Thesis,R,,1 TO 19,0,Staff,(ARR),----- (ARR) -----,TBA,00X,
81187,ARCH-5994,Research and Thesis,R,Face-to-Face Instruction,1 TO 19,0,ML Sullivan,M T W R F,1:00PM,5:00PM,CO 000,00X
81188,ARCH-5994,Research and Thesis,R,Face-to-Face Instruction,1 TO 19,5,PA Doan,M T W R F,1:00PM,5:00PM,CO 000,00X
81189,ARCH-5994,Research and Thesis,R,,1 TO 19,0,Staff,(ARR),----- (ARR) -----,TBA,00X,
81190,ARCH-5994,Research and Thesis,R,,1 TO 19,0,Staff,(ARR),----- (ARR) -----,TBA,00X,
81191,ARCH-5994,Research and Thesis,R,Face-to-Face Instruction,1 TO 19,0,JR Jones,M T W R F,1:00PM,5:00PM,CO 000,00X
81200,ARCH-7994,Research and Dissertation,R,,1 TO 19,3,Staff,(ARR),----- (ARR) -----,TBA,00X,
81201,ARCH-7994,Research and Dissertation,R,,1 TO 19,0,Staff,(ARR),----- (ARR) -----,TBA,00X,
81202,ARCH-7994,Research and Dissertation,R,,1 TO 19,0,Staff,(ARR),----- (ARR) -----,TBA,00X,
81203,ARCH-7994,Research and Dissertation,R,,1 TO 19,4,Staff,(ARR),----- (ARR) -----,TBA,00X,
81204,ARCH-7994,Research and Dissertation,R,,1 TO 19,25,JR Jones,(ARR),----- (ARR) -----,TBA,00X,
81205,ARCH-7994,Research and Dissertation,R,,1 TO 19,0,Staff,(ARR),----- (ARR) -----,TBA,00X,
81208,ART-1004,TS: East Asian Water Media,L,Face-to-Face Instruction,3,15,W Jung,M W,12:20PM,3:05PM,ARMRY 105,12M
81209,ART-1004,TS: East Asian Water Media,L,Face-to-Face Instruction,3,15,W Jung,M W,9:20AM,12:05PM,ARMRY 105,09M
90522,ART-1004,TS: Painting for Non-Majors,L02,Face-to-Face Instruction,3,15,DH Bannan,M W,9:20AM,12:05PM,CID 117,09M
90523,ART-1004,TS: Painting for Non-Majors,L02,Face-to-Face Instruction,3,15,DH Bannan,M W,12:20PM,3:05PM,CID 117,12M
91369,ART-1004,TS: Life Drawing,L03,,3,15,H Okumura,T R,3:30PM,6:15PM,ARMRY 103,15T
81210,ART-1004,TS: Digital Photography,ONLINE COURSE - VL,Online: Asynchronous,3,15,Staff,(ARR),----- (ARR) -----,ONLINE,00X,
81211,ART-1004,TS: Digital Photography,ONLINE COURSE - VL,Online: Asynchronous,3,15,Staff,(ARR),----- (ARR) -----,ONLINE,00X,
81212,ART-1104,Language of Visual Arts,L,Face-to-Face Instruction,3,35,L DiSalvo,T R,3:30PM,4:45PM,HEND 204,15T
81213,ART-1104,Language of Visual Arts,L,Face-to-Face Instruction,3,30,JR Jewitt,T R,9:30AM,10:45AM,HEND 204,09T
81214,ART-1204,Principles of 2D Art & Design,L,Face-to-Face Instruction,3,15,H Okumura,T R,12:30PM,3:15PM,CID 116,12T
81215,ART-1204,Principles of 2D Art & Design,L,Face-to-Face Instruction,3,18,A Leonetti,M W,3:20PM,6:05PM,ARMRY 101,15M
81217,ART-1204,Principles of 2D Art & Design,L,Face-to-Face Instruction,3,15,H Okumura,T R,9:30AM,12:15PM,CID 116,09T
90517,ART-1204,Principles of 2D Art & Design,L,Face-to-Face Instruction,3,18,A Leonetti,M W,9:20AM,12:05PM,ARMRY 101,09M
81218,ART-1214,Principles of 3D Art & Design,L,Face-to-Face Instruction,3,15,DR Dennis,M W,9:20AM,12:05PM,CID 130,09M
